hex,red,green,blue,vibrancy
#4257b2,66,87,178,1
#4271ae,66,113,174,1
#427b58,66,123,88,1
#4285f4,66,133,244,1
#4286f4,66,134,244,1
#428bca,66,139,202,1
#4298b5,66,152,181,1
#42b883,66,184,131,1
#42fff9,66,255,249,1
#431c69,67,28,105,1
#432d59,67,45,89,0
#433b32,67,59,50,0
#433b42,67,59,66,0
#43449f,67,68,159,0
#43454f,67,69,79,0
#43474e,67,71,78,0
#434846,67,72,70,0
#434c5e,67,76,94,0
#434f54,67,79,84,0
#43695b,67,105,91,1
#436f8e,67,111,142,1
#4374b7,67,116,183,1
#43820d,67,130,13,1
#438288,67,130,136,1
#439fd3,67,159,211,1
#43a5d5,67,165,213,1
#43a756,67,167,86,1
#44355b,68,53,91,1
#443ac3,68,58,195,1
#443e67,68,62,103,1
#444155,68,65,85,0
#444267,68,66,103,0
#444444,68,68,68,0
#44464d,68,70,77,0
#445c6e,68,92,110,1
#44712e,68,113,46,1
#44883e,68,136,62,1
#4495d4,68,149,212,1
#44c7f4,68,199,244,1
#454545,69,69,69,0
#456525,69,101,37,1
#45668e,69,102,142,1
#456acf,69,106,207,1
#4584b6,69,132,182,1
#4595e6,69,149,230,1
#45a9f9,69,169,249,1
#46166b,70,22,107,1
#463014,70,48,20,1
#464646,70,70,70,0
#464b50,70,75,80,0
#468966,70,137,102,1
#469ebe,70,158,190,1
#46b7fd,70,183,253,1
#46bc99,70,188,153,1
#46bddd,70,189,221,1
#4700a5,71,0,165,1
#470546,71,5,70,0
#472f92,71,47,146,1
#474160,71,65,96,0
#474545,71,69,69,0
#474747,71,71,71,0
#474849,71,72,73,0
#474949,71,73,73,0
#476c88,71,108,136,1
#477ca1,71,124,161,1
#478c90,71,140,144,1
#479ccf,71,156,207,1
#47cf73,71,207,115,1
#47f74c,71,247,76,1
#47f9f5,71,249,245,1
#48413a,72,65,58,0
#484844,72,72,68,0
#484848,72,72,72,0
#484d79,72,77,121,0
#484e54,72,78,84,0
#485867,72,88,103,0
#485e30,72,94,48,0
#489963,72,153,99,1
#489bf0,72,155,240,1
#489cd4,72,156,212,1
#489e3b,72,158,59,1
#48a9c5,72,169,197,1
#48b685,72,182,133,1
#48b8e7,72,184,231,1
#48bac2,72,186,194,1
#49176d,73,23,109,1
#49483e,73,72,62,0
#498091,73,128,145,1
#499180,73,145,128,1
#499df3,73,157,243,1
#49a942,73,169,66,1
#49c0b6,73,192,182,1
#49c219,73,194,25,1
#4a245e,74,36,94,1
#4a4543,74,69,67,0
#4a464d,74,70,77,0
#4a494d,74,73,77,0
#4a4a4a,74,74,74,0
#4a4b4c,74,75,76,0
#4a742c,74,116,44,1
#4a8594,74,133,148,1
#4aae20,74,174,32,1
#4ab866,74,184,102,1
#4b1702,75,23,2,1
#4b2e83,75,46,131,1
#4b5b5f,75,91,95,0
#4b6988,75,105,136,0
#4b8093,75,128,147,1
#4b8b8b,75,139,139,1
#4b8f77,75,143,119,1
#4b9cd3,75,156,211,1
#4ba6f5,75,166,245,1
#4bad31,75,173,49,1
#4bb1a7,75,177,167,1
#4c4c4c,76,76,76,0
#4c566a,76,86,106,0
#4c81c9,76,129,201,1
#4c963e,76,150,62,1
#4ca2da,76,162,218,1
#4cc2c4,76,194,196,1
#4cd213,76,210,19,1
#4d148c,77,20,140,1
#4d2177,77,33,119,1
#4d4d4c,77,77,76,0
#4d4e4c,77,78,76,0
#4d4f68,77,79,104,0
#4d5666,77,86,102,0
#4d6bb6,77,107,182,1
#4d6fff,77,111,255,1
#4d99bf,77,153,191,1
#4d9db3,77,157,179,1
#4dc47d,77,196,125,1
#4dc9f6,77,201,246,1
#4dd0e1,77,208,225,1
#4e2a84,78,42,132,1
#4e4d4d,78,77,77,0
#4e4e4e,78,78,78,0
#4e5860,78,88,96,0
#4e5ab7,78,90,183,1
#4e66b6,78,102,182,1
#4e9a06,78,154,6,1
#4eade5,78,173,229,1
#4ec7c4,78,199,196,1
#4ec9b0,78,201,176,1
#4f424c,79,66,76,0
#4f4b51,79,75,81,0
#4f4f51,79,79,81,0
#4f5b65,79,91,101,0
#4f5b66,79,91,102,0
#4f5b93,79,91,147,1
#4f748e,79,116,142,1
#4f9062,79,144,98,1
#4f97d7,79,151,215,1
#4fb4d7,79,180,215,1
#504847,80,72,71,0
#504945,80,73,69,0
#504b38,80,75,56,0
#504f4f,80,79,79,0
#505050,80,80,80,0
#50507a,80,80,122,1
#505250,80,82,80,0
#50667f,80,102,127,1
#5091cd,80,145,205,1
#509c93,80,156,147,1
#50a14f,80,161,79,1
#50bcb6,80,188,182,1
#50cacd,80,202,205,1
#511378,81,19,120,1
#511536,81,21,54,1
#514f4e,81,79,78,0
#515151,81,81,81,0
#515253,81,82,83,0
#515353,81,83,83,0
#516aec,81,106,236,1
#516d7b,81,109,123,1
#517891,81,120,145,1
#517f8d,81,127,141,1
#519f50,81,159,80,1
#51e898,81,232,152,1
#520099,82,0,153,1
#52057f,82,5,127,1
#522d80,82,45,128,1
#52325d,82,50,93,1
#525252,82,82,82,0
#525254,82,82,84,0
#52565e,82,86,94,0
#525e61,82,94,97,0
#526057,82,96,87,0
#528b8b,82,139,139,1
#529117,82,145,23,1
#5299bf,82,153,191,1
#52aad8,82,170,216,1
#52b043,82,176,67,1
#52bad5,82,186,213,1
#52cbb0,82,203,176,1
#534636,83,70,54,0
#53495d,83,73,93,0
#534b38,83,75,56,0
#5350b9,83,80,185,1
#535353,83,83,83,0
#535452,83,84,82,0
#53555d,83,85,93,0
#535656,83,86,86,0
#53585b,83,88,91,0
#535a60,83,90,96,0
#537b35,83,123,53,1
#537bc4,83,123,196,1
#537c9c,83,124,156,1
#5382af,83,130,175,1
#538947,83,137,71,1
#53d769,83,215,105,1
#543729,84,55,41,1
#545454,84,84,84,0
#5454fc,84,84,252,1
#545862,84,88,98,0
#546e7a,84,110,122,0
#54790d,84,121,13,1
#5482ab,84,130,171,1
#5485b6,84,133,182,1
#54be0d,84,190,13,1
#54fc54,84,252,84,1
#54fcfc,84,252,252,1
#550068,85,0,104,1
#553a99,85,58,153,1
#553b08,85,59,8,1
#554488,85,68,136,1
#555169,85,81,105,0
#555555,85,85,85,0
#555659,85,86,89,0
#555753,85,87,83,0
#555854,85,88,84,0
#555d55,85,93,85,0
#555e5f,85,94,95,0
#55601c,85,96,28,1
#556677,85,102,119,0
#556873,85,104,115,0
#557182,85,113,130,0
#557665,85,118,101,1
#55799c,85,121,156,0
#55859b,85,133,155,0
#558b2f,85,139,47,1
#55a51c,85,165,28,1
#55b5db,85,181,219,1
#55dbbe,85,219,190,1
#55e6ee,85,230,238,1
#55ffff,85,255,255,1
#562e19,86,46,25,1
#5654a4,86,84,164,1
#565755,86,87,85,0
#565a6e,86,90,110,0
#565c64,86,92,100,0
#565e65,86,94,101,0
#565f89,86,95,137,0
#566127,86,97,39,1
#56687a,86,104,122,0
#5677fc,86,119,252,1
#568bbf,86,139,191,1
#568c3b,86,140,59,1
#56949f,86,148,159,1
#569cd6,86,156,214,1
#56a0d3,86,160,211,1
#56b6c2,86,182,194,1
#56b881,86,184,129,1
#56bf8b,86,191,139,1
#56c1ab,86,193,171,1
#575279,87,82,121,1
#575b58,87,91,88,0
#576396,87,99,150,1
#576d82,87,109,130,1
#576ddb,87,109,219,1
#57826d,87,130,109,1
#579cd6,87,156,214,1
#57a64a,87,166,74,1
#57c7ff,87,199,255,1
#57f287,87,242,135,1
#585050,88,80,80,0
#585062,88,80,98,0
#5851db,88,81,219,1
#585260,88,82,96,0
#585858,88,88,88,0
#58595b,88,89,91,0
#585b56,88,91,86,0
#5865f2,88,101,242,1
#586875,88,104,117,0
#586e75,88,110,117,0
#587073,88,112,115,0
#589636,88,150,54,1
#58e55a,88,229,90,1
#59267c,89,38,124,1
#59325c,89,50,92,0
#593380,89,51,128,0
#59546d,89,84,109,0
#59585b,89,88,91,0
#59595e,89,89,94,0
#595a5c,89,90,92,0
#59626a,89,98,106,0
#59786c,89,120,108,1
#598c14,89,140,20,1
#59cb59,89,203,89,1
#59e1e3,89,225,227,1
#59f176,89,241,118,1
#5a2e14,90,46,20,1
#5a496e,90,73,110,0
#5a4a78,90,74,120,0
#5a5047,90,80,71,0
#5a5758,90,87,88,0
#5a576e,90,87,110,0
#5a5a5a,90,90,90,0
#5a5a5f,90,90,95,0
#5a5e5a,90,94,90,0
#5a5f66,90,95,102,0
#5a605d,90,96,93,0
#5a647e,90,100,126,0
#5a6d7a,90,109,122,0
#5a7b8c,90,123,140,0
#5a8380,90,131,128,0
#5aebbc,90,235,188,1
#5af202,90,242,2,1
#5af78e,90,247,142,1
#5b009c,91,0,156,1
#5b5e59,91,94,89,0
#5b6236,91,98,54,1
#5b778c,91,119,140,1
#5b995b,91,153,91,1
#5b9a68,91,154,104,1
#5b9d48,91,157,72,1
#5b9e4d,91,158,77,1
#5ba2b6,91,162,182,1
#5ba4e5,91,164,229,1
#5bc4bf,91,196,191,1
#5c2699,92,38,153,1
#5c2d91,92,45,145,1
#5c545b,92,84,91,0
#5c5855,92,88,85,0
#5c585c,92,88,92,0
#5c5f62,92,95,98,0
#5c6361,92,99,97,0
#5c6370,92,99,112,0
#5c787b,92,120,123,0
#5c92fa,92,146,250,1
#5ca7e4,92,167,228,1
#5cc3e8,92,195,232,1
#5ceb5a,92,235,90,1
#5d5766,93,87,102,0
#5d5c5d,93,92,93,0
#5d5d5a,93,93,90,0
#5d5e5e,93,94,94,0
#5d6164,93,97,100,0
#5d70ea,93,112,234,1
#5dbe57,93,190,87,1
#5dd7b9,93,215,185,1
#5de561,93,229,97,1
#5e1700,94,23,0,0
#5e2750,94,39,80,0
#5e5a5d,94,90,93,0
#5e5d5c,94,93,92,0
#5e5e5e,94,94,94,0
#5e5e62,94,94,98,0
#5e646f,94,100,111,0
#5e6687,94,102,135,0
#5e6e5e,94,110,94,0
#5e81ac,94,129,172,1
#5ea6ea,94,166,234,1
#5eab1f,94,171,31,1
#5ebaa5,94,186,165,1
#5ec6f2,94,198,242,1
#5ecc62,94,204,98,1
#5f574f,95,87,79,0
#5f5a5c,95,90,92,0
#5f5a60,95,90,96,0
#5f5b17,95,91,23,0
#5f5b45,95,91,69,0
#5f5e4e,95,94,78,0
#5f605c,95,96,92,0
#5f6164,95,97,100,0
#5f6364,95,99,100,0
#5f6d64,95,109,100,0
#5f7f5f,95,127,95,0
#5f81a5,95,129,165,1
#5f8700,95,135,0,1
#5f875f,95,135,95,1
#5f8787,95,135,135,1
#5f87af,95,135,175,1
#5f9182,95,145,130,1
#5f99cf,95,153,207,1
#5f9a38,95,154,56,1
#5f9c92,95,156,146,1
#5faf00,95,175,0,1
#5faf5f,95,175,95,1
#5fafd7,95,175,215,1
#5fb3b3,95,179,179,1
#5fb8f2,95,184,242,1
#5fc9f8,95,201,248,1
#606060,96,96,96,0
#606061,96,96,97,0
#60615d,96,97,93,0
#606167,96,97,103,0
#606366,96,99,102,0
#608b4e,96,139,78,1
#60ab59,96,171,89,1
#60ac39,96,172,57,1
#60afdc,96,175,220,1
#611fce,97,31,206,1
#613854,97,56,84,1
#6138f5,97,56,245,1
#615ef8,97,94,248,1
#616365,97,99,101,0
#616463,97,100,99,0
#616f67,97,111,103,0
#6182b8,97,130,184,1
#6187ff,97,135,255,1
#61aeee,97,174,238,1
#61afef,97,175,239,1
#61b3de,97,179,222,1
#61d6d6,97,214,214,1
#61e064,97,224,100,1
#622599,98,37,153,1
#625750,98,87,80,0
#625f5f,98,95,95,0
#626483,98,100,131,0
#626661,98,102,97,0
#626862,98,104,98,0
#626b67,98,107,103,0
#627e99,98,126,153,0
#629755,98,151,85,1
#629aa9,98,154,169,1
#62b0d9,98,176,217,1
#62bcbc,98,188,188,1
#62c8f3,98,200,243,1
#62d6e8,98,214,232,1
#631d76,99,29,118,1
#6347b2,99,71,178,1
#636263,99,98,99,0
#636363,99,99,99,0
#636466,99,100,102,0
#63655e,99,101,94,0
#636667,99,102,103,0
#637200,99,114,0,1
#637777,99,119,119,0
#639ee4,99,158,228,1
#63a541,99,165,65,1
#63ebe4,99,235,228,1
#643820,100,56,32,1
#644646,100,70,70,0
#645240,100,82,64,0
#646464,100,100,100,0
#64878f,100,135,143,1
#64a70b,100,167,11,1
#64b5f6,100,181,246,1
#64be46,100,190,70,1
#652487,101,36,135,1
#6534ac,101,52,172,1
#65568a,101,86,138,1
#655d5d,101,93,93,0
#655f6d,101,95,109,0
#6561ac,101,97,172,1
#656269,101,98,105,0
#6562a8,101,98,168,1
#65665c,101,102,92,0
#656664,101,102,100,0
#656968,101,105,104,0
#656b64,101,107,100,0
#656b6b,101,107,107,0
#656e77,101,110,119,0
#65737e,101,115,126,0
#657b83,101,123,131,0
#6585ed,101,133,237,1
#6587bf,101,135,191,1
#65b042,101,176,66,1
#65e7d1,101,231,209,1
#660e7a,102,14,122,1
#663300,102,51,0,1
#66336e,102,51,110,1
#663399,102,51,153,1
#6633cc,102,51,204,1
#6639b7,102,57,183,1
#6644aa,102,68,170,1
#665c54,102,92,84,0
#666161,102,97,97,0
#666360,102,99,96,0
#666369,102,99,105,0
#666562,102,101,98,0
#666666,102,102,102,0
#666699,102,102,153,1
#6666ea,102,102,234,1
#666765,102,103,101,0
#667581,102,117,129,0
#6679cc,102,121,204,1
#6684e1,102,132,225,1
#668bb0,102,139,176,1
#668eaa,102,142,170,1
#6699cc,102,153,204,1
#669c34,102,156,52,1
#66aa33,102,170,51,1
#66b0ff,102,176,255,1
#66bd00,102,189,0,1
#66cccc,102,204,204,1
#66ceff,102,206,255,1
#66d9ef,102,217,239,1
#66ff66,102,255,102,1
#67060c,103,6,12,1
#673ab7,103,58,183,1
#6762a6,103,98,166,1
#676363,103,99,99,0
#676667,103,102,103,0
#676b79,103,107,121,0
#676c71,103,108,113,0
#676e67,103,110,103,0
#676e95,103,110,149,1
#67b11d,103,177,29,1
#68217a,104,33,122,1
#685bc7,104,91,199,1
#68615e,104,97,94,0
#686868,104,104,104,0
#686964,104,105,100,0
#686a69,104,106,105,0
#686a71,104,106,113,0
#686b77,104,107,119,0
#686c69,104,108,105,0
#687d68,104,125,104,0
#689550,104,149,80,1
#689757,104,151,87,1
#6897bb,104,151,187,1
#68a8e4,104,168,228,1
#68b8be,104,184,190,1
#694d88,105,77,136,1
#69542d,105,84,45,1
#695d69,105,93,105,0
#696864,105,104,100,0
#696969,105,105,105,0
#696a68,105,106,104,0
#696c77,105,108,119,0
#696d6a,105,109,106,0
#697070,105,112,112,0
#697098,105,112,152,1
#697d99,105,125,153,1
#69a9a7,105,169,167,1
#69c5e4,105,197,228,1
#6a3be4,106,59,228,1
#6a666c,106,102,108,0
#6a676a,106,103,106,0
#6a676d,106,103,109,0
#6a67ce,106,103,206,1
#6a686b,106,104,107,0
#6a6b6a,106,107,106,0
#6a7074,106,112,116,0
#6a737d,106,115,125,0
#6a76ac,106,118,172,1
#6a7d89,106,125,137,0
#6a7fd2,106,127,210,1
#6a8759,106,135,89,1
#6a9954,106,153,84,1
#6a9c84,106,156,132,1
#6a9fb5,106,159,181,1
#6b0f24,107,15,36,1
#6b5aed,107,90,237,1
#6b6669,107,102,105,0
#6b6977,107,105,119,0
#6b6a71,107,106,113,0
#6b6bb8,107,107,184,1
#6b6d6c,107,109,108,0
#6b7072,107,112,114,0
#6b716d,107,113,109,0
#6b7271,107,114,113,0
#6b7394,107,115,148,1
#6b7471,107,116,113,0
#6c6666,108,102,102,0
#6c6668,108,102,104,0
#6c6823,108,104,35,1
#6c696e,108,105,110,0
#6c6a6c,108,106,108,0
#6c6b5a,108,107,90,0
#6c6c66,108,108,102,0
#6c6c6c,108,108,108,0
#6c6d70,108,109,112,0
#6c71c4,108,113,196,1
#6c7273,108,114,115,0
#6c8b91,108,139,145,1
#6c99bb,108,153,187,1
#6ca38c,108,163,140,1
#6caddf,108,173,223,1
#6cb33f,108,179,63,1
#6cb6ff,108,182,255,1
#6cbc35,108,188,53,1
#6cc24a,108,194,74,1
#6cc644,108,198,68,1
#6cc751,108,199,81,1
#6d1d7c,109,29,124,1
#6d2d41,109,45,65,1
#6d5782,109,87,130,1
#6d666b,109,102,107,0
#6d7372,109,115,114,0
#6d8257,109,130,87,1
#6d828e,109,130,142,1
#6d9cbe,109,156,190,1
#6da04b,109,160,75,1
#6dc067,109,192,103,1
#6dc5dc,109,197,220,1
#6dfedf,109,254,223,1
#6e2585,110,37,133,1
#6e5494,110,84,148,1
#6e6582,110,101,130,0
#6e686b,110,104,107,0
#6e6a6b,110,106,107,0
#6e6a86,110,106,134,0
#6e6b5e,110,107,94,0
#6e6f72,110,111,114,0
#6e7069,110,112,105,0
#6e7175,110,113,117,0
#6eb958,110,185,88,1
#6ec9e0,110,201,224,1
#6ecadc,110,202,220,1
#6f1ab1,111,26,177,1
#6f1c00,111,28,0,1
#6f42c1,111,66,193,1
#6f696e,111,105,110,0
#6f6d70,111,109,112,0
#6f6e6f,111,110,111,0
#6f6f6f,111,111,111,0
#6f6f70,111,111,112,0
#6f7077,111,112,119,0
#6f756f,111,117,111,0
#6f7575,111,117,117,0
#6f7579,111,117,121,0
#6f7870,111,120,112,0
#6f7877,111,120,119,0
#6fb3d2,111,179,210,1
#6fbc6d,111,188,109,1
#6fc2ef,111,194,239,1
#700f98,112,15,152,1
#704f4f,112,79,79,1
#706a69,112,106,105,0
#706d6c,112,109,108,0
#706d73,112,109,115,0
#706e6f,112,110,111,0
#707070,112,112,112,0
#707078,112,112,120,0
#70726e,112,114,110,0
#70736f,112,115,111,0
#707578,112,117,120,0
#707880,112,120,128,0
#708387,112,131,135,0
#70af1e,112,175,30,1
#70b29c,112,178,156,1
#70b500,112,181,0,1
#71685f,113,104,95,0
#716b6a,113,107,106,0
#716cae,113,108,174,1
#716e6f,113,110,111,0
#716e76,113,110,118,0
#717069,113,112,105,0
#717070,113,112,112,0
#717279,113,114,121,0
#71736b,113,115,107,0
#717476,113,116,118,0
#717677,113,118,119,0
#71767b,113,118,123,0
#717885,113,120,133,0
#717a83,113,122,131,0
#718087,113,128,135,0
#718c00,113,140,0,1
#7195a8,113,149,168,1
#71b02f,113,176,47,1
#71c6c1,113,198,193,1
#72635c,114,99,92,0
#7263aa,114,99,170,1
#72677e,114,103,126,1
#726a6b,114,106,107,0
#726c6a,114,108,106,0
#726c6e,114,108,110,0
#726f6c,114,111,108,0
#726f76,114,111,118,0
#727073,114,112,115,0
#72716a,114,113,106,0
#7272ca,114,114,202,1
#72766c,114,118,108,0
#727871,114,120,113,0
#727a71,114,122,113,0
#727c72,114,124,114,0
#727c76,114,124,118,0
#727d72,114,125,114,0
#7285b7,114,133,183,1
#728e00,114,142,0,1
#7297b9,114,151,185,1
#729fcf,114,159,207,1
#72a114,114,161,20,1
#72af3a,114,175,58,1
#72b043,114,176,67,1
#72b9bf,114,185,191,1
#72c427,114,196,39,1
#72ef36,114,239,54,1
#730073,115,0,115,1
#735c0f,115,92,15,1
#736c73,115,108,115,0
#736d75,115,109,117,0
#736e55,115,110,85,0
#736f75,115,111,117,0
#737073,115,112,115,0
#737171,115,113,113,0
#73726f,115,114,111,0
#73727b,115,114,123,0
#73746b,115,116,107,0
#737475,115,116,117,0
#73756e,115,117,110,0
#73777d,115,119,125,0
#73777f,115,119,127,0
#737976,115,121,118,0
#738191,115,129,145,0
#73b3e7,115,179,231,1
#73cef4,115,206,244,1
#73d8ad,115,216,173,1
#73daca,115,218,202,1
#744da8,116,77,168,1
#744f28,116,79,40,1
#746d74,116,109,116,0
#746f6f,116,111,111,0
#747072,116,112,114,0
#747369,116,115,105,0
#747375,116,115,117,0
#747474,116,116,116,0
#747478,116,116,120,0
#747778,116,119,120,0
#747977,116,121,119,0
#747c7f,116,124,127,0
#747c84,116,124,132,0
#74a2d7,116,162,215,1
#74d2e7,116,210,231,1
#75507b,117,80,123,1
#7552cc,117,82,204,1
#755b00,117,91,0,1
#756b8a,117,107,138,1
#756bb1,117,107,177,1
#756c70,117,108,112,0
#75715e,117,113,94,0
#757372,117,115,114,0
#75737b,117,115,123,0
#757480,117,116,128,0
#75756c,117,117,108,0
#757780,117,119,128,0
#75787f,117,120,127,0
#757c79,117,124,121,0
#757d78,117,125,120,0
#7587a6,117,135,166,1
#75a738,117,167,56,1
#75af42,117,175,66,1
#75b5aa,117,181,170,1
#75d1e0,117,209,224,1
#75dd66,117,221,102,1
#7641bb,118,65,187,1
#765438,118,84,56,1
#766a65,118,106,101,0
#766d76,118,109,118,0
#766d77,118,109,119,0
#766e6b,118,110,107,0
#766f6c,118,111,108,0
#766f73,118,111,115,0
#766f77,118,111,119,0
#767674,118,118,116,0
#767676,118,118,118,0
#767776,118,119,118,0
#767b7a,118,123,122,0
#767c72,118,124,114,0
#767c7a,118,124,122,0
#767e7c,118,126,124,0
#768079,118,128,121,0
#76817c,118,129,124,0
#76817f,118,129,127,0
#768390,118,131,144,0
#76b852,118,184,82,1
#76b900,118,185,0,1
#76c143,118,193,67,1
#76c490,118,196,144,1
#76c7b7,118,199,183,1
#76daff,118,218,255,1
#77216f,119,33,111,1
#774aa4,119,74,164,1
#775dff,119,93,255,1
#776977,119,105,119,0
#776e71,119,110,113,0
#777071,119,112,113,0
#777077,119,112,119,0
#77726f,119,114,111,0
#777476,119,116,118,0
#777755,119,119,85,0
#777777,119,119,119,0
#777a74,119,122,116,0
#777abc,119,122,188,1
#777e7c,119,126,124,0
#778378,119,131,120,0
#778899,119,136,153,0
#7799bb,119,153,187,1
#78191b,120,25,27,1
#783bd2,120,59,210,1
#786dc5,120,109,197,1
#786f77,120,111,119,0
#787371,120,115,113,0
#78757b,120,117,123,0
#787677,120,118,119,0
#787682,120,118,130,0
#787878,120,120,120,0
#78787e,120,120,126,0
#787970,120,121,112,0
#787a75,120,122,117,0
#787b77,120,123,119,0
#787d7b,120,125,123,0
#787f74,120,127,116,0
#78827e,120,130,126,0
#788282,120,130,130,0
#78837e,120,131,126,0
#78877d,120,135,125,0
#788cb6,120,140,182,1
#789240,120,146,64,1
#78a300,120,163,0,1
#78a960,120,169,96,1
#78b4b4,120,180,180,1
#78bb65,120,187,101,1
#78dcfa,120,220,250,1
#790ead,121,14,173,1
#790f59,121,15,89,1
#79241f,121,36,31,1
#7928a1,121,40,161,1
#795da3,121,93,163,1
#796af5,121,106,245,1
#797379,121,115,121,0
#79740e,121,116,14,1
#797779,121,119,121,0
#79787f,121,120,127,0
#797977,121,121,119,0
#797c72,121,124,114,0
#797c76,121,124,118,0
#798084,121,128,132,0
#79857a,121,133,122,0
#799eb2,121,158,178,1
#79afc1,121,175,193,1
#79b9e7,121,185,231,1
#79bde9,121,189,233,1
#79c0ff,121,192,255,1
#79ceb8,121,206,184,1
#7a2d00,122,45,0,1
#7a3671,122,54,113,1
#7a5759,122,87,89,1
#7a767d,122,118,125,0
#7a7a43,122,122,67,1
#7a7c78,122,124,120,0
#7a7f82,122,127,130,0
#7a807f,122,128,127,0
#7a8083,122,128,131,0
#7a8479,122,132,121,0
#7a8484,122,132,132,0
#7a8684,122,134,132,0
#7aa2f7,122,162,247,1
#7aa5ff,122,165,255,1
#7aa6da,122,166,218,1
#7ab800,122,184,0,1
#7ac142,122,193,66,1
#7ac143,122,193,67,1
#7ac70c,122,199,12,1
#7acef4,122,206,244,1
#7b59c0,123,89,192,1
#7b6d8b,123,109,139,1
#7b7272,123,114,114,0
#7b776e,123,119,110,0
#7b7a74,123,122,116,0
#7b7a85,123,122,133,0
#7b7b86,123,123,134,0
#7b7d82,123,125,130,0
#7b7d84,123,125,132,0
#7b8281,123,130,129,0
#7b8378,123,131,120,0
#7b9726,123,151,38,1
#7bb32e,123,179,46,1
#7bbd00,123,189,0,1
#7bbda4,123,189,164,1
#7bd694,123,214,148,1
#7c3a2d,124,58,45,1
#7c4dff,124,77,255,1
#7c7975,124,121,117,0
#7c7c75,124,124,117,0
#7c7c7c,124,124,124,0
#7c7d7f,124,125,127,0
#7c8076,124,128,118,0
#7c8081,124,128,129,0
#7c8084,124,128,132,0
#7c81b8,124,129,184,1
#7c8285,124,130,133,0
#7c837d,124,131,125,0
#7c8483,124,132,131,0
#7c8584,124,133,132,0
#7c8682,124,134,130,0
#7c8687,124,134,135,0
#7c878e,124,135,142,0
#7c9cae,124,156,174,1
#7c9cb0,124,156,176,1
#7c9f4b,124,159,75,1
#7cafc2,124,175,194,1
#7cb8bb,124,184,187,1
#7cbb00,124,187,0,1
#7cc844,124,200,68,1
#7d2801,125,40,1,1
#7d3f98,125,63,152,1
#7d7275,125,114,117,0
#7d7378,125,115,120,0
#7d7782,125,119,130,0
#7d7783,125,119,131,0
#7d787f,125,120,127,0
#7d7972,125,121,114,0
#7d7a68,125,122,104,0
#7d7a77,125,122,119,0
#7d7b87,125,123,135,0
#7d7d78,125,125,120,0
#7d7e7e,125,126,126,0
#7d7e7f,125,126,127,0
#7d7e89,125,126,137,0
#7d8081,125,128,129,0
#7d827a,125,130,122,0
#7d9726,125,151,38,1
#7db701,125,183,1,1
#7dba00,125,186,0,1
#7dcfff,125,207,255,1
#7e245c,126,36,92,1
#7e2553,126,37,83,1
#7e57c2,126,87,194,1
#7e5ce6,126,92,230,1
#7e705a,126,112,90,0
#7e7274,126,114,116,0
#7e7479,126,116,121,0
#7e7680,126,118,128,0
#7e7777,126,119,119,0
#7e7887,126,120,135,0
#7e7a76,126,122,118,0
#7e7a7e,126,122,126,0
#7e7e7e,126,126,126,0
#7e7f7d,126,127,125,0
#7e7f83,126,127,131,0
#7e8079,126,128,121,0
#7e8083,126,128,131,0
#7e8086,126,128,134,0
#7e887a,126,136,122,0
#7e887f,126,136,127,0
#7e90a3,126,144,163,0
#7ea2b4,126,162,180,0
#7ee787,126,231,135,1
#7f0096,127,0,150,1
#7f181b,127,24,27,1
#7f777b,127,119,123,0
#7f7974,127,121,116,0
#7f7b7e,127,123,126,0
#7f7b85,127,123,133,0
#7f7d75,127,125,117,0
#7f887e,127,136,126,0
#7f8b00,127,139,0,1
#7f8c8d,127,140,141,0
#7fbb00,127,187,0,1
#7fc06e,127,192,110,1
#7fc1ca,127,193,202,1
#7fdbca,127,219,202,1
#7fdbff,127,219,255,1
#800000,128,0,0,1
#800080,128,0,128,1
#802022,128,32,34,1
#803378,128,51,120,1
#804ead,128,78,173,1
#807a79,128,122,121,0
#807d7c,128,125,124,0
#807e88,128,126,136,0
#807f7b,128,127,123,0
#807f84,128,127,132,0
#808000,128,128,0,1
#808080,128,128,128,0
#80828b,128,130,139,0
#808482,128,132,130,0
#80868b,128,134,139,0
#80898b,128,137,139,0
#808b84,128,139,132,0
#809980,128,153,128,0
#80b1d3,128,177,211,1
#80c990,128,201,144,1
#80cbc4,128,203,196,1
#80deea,128,222,234,1
#810061,129,0,97,1
#813867,129,56,103,1
#815ba4,129,91,164,1
#81767c,129,118,124,0
#817779,129,119,121,0
#817983,129,121,131,0
#817b7f,129,123,127,0
#817c81,129,124,129,0
#817c9c,129,124,156,0
#818079,129,128,121,0
#818178,129,129,120,0
#818486,129,132,134,0
#818489,129,132,137,0
#818591,129,133,145,0
#81868c,129,134,140,0
#818885,129,136,133,0
#818896,129,136,150,0
#818e96,129,142,150,0
#818f80,129,143,128,0
#81a1c1,129,161,193,1
#81a2be,129,162,190,1
#81b5ac,129,181,172,1
#81bce9,129,188,233,1
#81cd50,129,205,80,1
#81ceff,129,206,255,1
#82034c,130,3,76,1
#82231c,130,35,28,1
#825757,130,87,87,1
#82576d,130,87,109,1
#826b28,130,107,40,1
#826d57,130,109,87,1
#827677,130,118,119,0
#827779,130,119,121,0
#827878,130,120,120,0
#827983,130,121,131,0
#827a80,130,122,128,0
#827c85,130,124,133,0
#827c87,130,124,135,0
#827d7a,130,125,122,0
#827d84,130,125,132,0
#82817e,130,129,126,0
