hex,red,green,blue,vibrancy
#e5c5bb,229,197,187,0
#e5d5d9,229,213,217,0
#e5d8e0,229,216,224,0
#e5e1ea,229,225,234,0
#e5e2eb,229,226,235,0
#e5e3ee,229,227,238,0
#e5e5e5,229,229,229,0
#e5e5e6,229,229,230,0
#e5e5ee,229,229,238,0
#e5e7df,229,231,223,0
#e5e7e8,229,231,232,0
#e5e9f0,229,233,240,0
#e5ead9,229,234,217,0
#e5ebf1,229,235,241,0
#e5efeb,229,239,235,0
#e60000,230,0,0,1
#e60012,230,0,18,1
#e60023,230,0,35,1
#e6004d,230,0,77,1
#e60415,230,4,21,1
#e61718,230,23,24,1
#e6193c,230,25,60,1
#e619c3,230,25,195,1
#e62b1e,230,43,30,1
#e64b50,230,75,80,1
#e64f00,230,79,0,1
#e65124,230,81,36,1
#e6550d,230,85,13,1
#e66000,230,96,0,1
#e66760,230,103,96,1
#e66b2b,230,107,43,1
#e67e22,230,126,34,1
#e6a3dc,230,163,220,1
#e6bbf9,230,187,249,1
#e6c07b,230,192,123,1
#e6cd69,230,205,105,1
#e6d7aa,230,215,170,1
#e6d9db,230,217,219,0
#e6d9ea,230,217,234,0
#e6db74,230,219,116,1
#e6dbd8,230,219,216,0
#e6dce5,230,220,229,0
#e6dee6,230,222,230,0
#e6dfd3,230,223,211,0
#e6e0d1,230,224,209,0
#e6e0d3,230,224,211,0
#e6e1d5,230,225,213,0
#e6e1dc,230,225,220,0
#e6e1eb,230,225,235,0
#e6e2e0,230,226,224,0
#e6e6dc,230,230,220,0
#e6e6e6,230,230,230,0
#e6e7e0,230,231,224,0
#e6e7ec,230,231,236,0
#e6e7ed,230,231,237,0
#e6e9e7,230,233,231,0
#e6ede2,230,237,226,0
#e71921,231,25,33,1
#e74635,231,70,53,1
#e74856,231,72,86,1
#e74c3c,231,76,60,1
#e76829,231,104,41,1
#e77171,231,113,113,1
#e78a53,231,138,83,1
#e78c45,231,140,69,1
#e7a33e,231,163,62,1
#e7c547,231,197,71,1
#e7ce56,231,206,86,1
#e7d5d6,231,213,214,0
#e7d9e9,231,217,233,0
#e7dddc,231,221,220,0
#e7dee4,231,222,228,0
#e7dee6,231,222,230,0
#e7dfdf,231,223,223,0
#e7dfe1,231,223,225,0
#e7e0eb,231,224,235,0
#e7e1e9,231,225,233,0
#e7e2d9,231,226,217,0
#e7e2e0,231,226,224,0
#e7e4e6,231,228,230,0
#e7e4eb,231,228,235,0
#e7e6df,231,230,223,0
#e7e7e8,231,231,232,0
#e7e9db,231,233,219,0
#e7eaec,231,234,236,0
#e7ebe9,231,235,233,0
#e7f1f2,231,241,242,0
#e7ff9f,231,255,159,0
#e80029,232,0,41,1
#e80033,232,0,51,1
#e81123,232,17,35,1
#e87d1e,232,125,30,1
#e8b882,232,184,130,0
#e8bbd0,232,187,208,0
#e8bf6a,232,191,106,0
#e8d4a2,232,212,162,1
#e8d6d8,232,214,216,0
#e8d7d6,232,215,214,0
#e8d8d8,232,216,216,0
#e8dfe8,232,223,232,0
#e8e2dd,232,226,221,0
#e8e4cf,232,228,207,0
#e8e6df,232,230,223,0
#e8e8df,232,232,223,0
#e8e8e8,232,232,232,0
#e8e9ed,232,233,237,0
#e8eadb,232,234,219,0
#e8eef1,232,238,241,0
#e917fd,233,23,253,1
#e91e22,233,30,34,1
#e92c4c,233,44,76,1
#e92f2f,233,47,47,1
#e93c58,233,60,88,1
#e95678,233,86,120,1
#e95814,233,88,20,1
#e95f5c,233,95,92,1
#e96ba8,233,107,168,1
#e990ab,233,144,171,1
#e9a820,233,168,32,1
#e9c062,233,192,98,1
#e9d9e3,233,217,227,0
#e9dfdf,233,223,223,0
#e9e0e9,233,224,233,0
#e9e1dd,233,225,221,0
#e9e2e8,233,226,232,0
#e9e4e7,233,228,231,0
#e9e5db,233,229,219,0
#e9e5e5,233,229,229,0
#e9e7e1,233,231,225,0
#e9e9ea,233,233,234,0
#e9e9f0,233,233,240,0
#e9e9f4,233,233,244,0
#e9ebea,233,235,234,0
#e9ece2,233,236,226,0
#e9ece6,233,236,230,0
#e9f1ef,233,241,239,0
#ea1d5d,234,29,93,1
#ea3e23,234,62,35,1
#ea4335,234,67,53,1
#ea4c89,234,76,137,1
#ea51b2,234,81,178,1
#ea5ce2,234,92,226,1
#ea7125,234,113,37,1
#ea770d,234,119,13,1
#ea9560,234,149,96,1
#ea9a97,234,154,151,1
#ea9d34,234,157,52,1
#eab700,234,183,0,1
#eac55f,234,197,95,1
#ead9dd,234,217,221,0
#eadee5,234,222,229,0
#eadee9,234,222,233,0
#eae3e7,234,227,231,0
#eae3ee,234,227,238,0
#eae8e5,234,232,229,0
#eae9ec,234,233,236,0
#eaeaea,234,234,234,0
#eaecf1,234,236,241,0
#eaeef3,234,238,243,0
#eb001b,235,0,27,1
#eb0028,235,0,40,1
#eb0029,235,0,41,1
#eb008a,235,0,138,1
#eb0973,235,9,115,1
#eb0a1e,235,10,30,1
#eb1478,235,20,120,1
#eb2226,235,34,38,1
#eb3c54,235,60,84,1
#eb459e,235,69,158,1
#eb4924,235,73,36,1
#eb4962,235,73,98,1
#eb5424,235,84,36,1
#eb5a46,235,90,70,1
#eb6651,235,102,81,1
#eb6f92,235,111,146,1
#eb8413,235,132,19,1
#eb8500,235,133,0,1
#eb9800,235,152,0,1
#ebb790,235,183,144,1
#ebbbff,235,187,255,1
#ebbcba,235,188,186,1
#ebcb8b,235,203,139,1
#ebdbb2,235,219,178,1
#ebe2e6,235,226,230,0
#ebe9dc,235,233,220,0
#ebeaf2,235,234,242,0
#ebebee,235,235,238,0
#ebec00,235,236,0,1
#ebecf2,235,236,242,0
#ebeee0,235,238,224,0
#ebf8ff,235,248,255,0
#ebff87,235,255,135,0
#ec1944,236,25,68,1
#ec1c24,236,28,36,1
#ec2c22,236,44,34,1
#ec4534,236,69,52,1
#ec5f67,236,95,103,1
#ec6400,236,100,0,1
#ec7600,236,118,0,1
#ec7f22,236,127,34,1
#ec8a00,236,138,0,1
#ec8dab,236,141,171,1
#ecb731,236,183,49,1
#ecba0f,236,186,15,1
#ecc400,236,196,0,1
#ecc48d,236,196,141,1
#ecdeea,236,222,234,0
#ece0df,236,224,223,0
#ece9ed,236,233,237,0
#ecebf0,236,235,240,0
#ececf1,236,236,241,0
#eceee3,236,238,227,0
#eceff4,236,239,244,0
#ecf0f1,236,240,241,0
#ecf4ee,236,244,238,0
#ecf6f2,236,246,242,0
#ed008c,237,0,140,1
#ed174f,237,23,79,1
#ed1965,237,25,101,1
#ed1b2e,237,27,46,1
#ed1c16,237,28,22,1
#ed1c24,237,28,36,1
#ed1c27,237,28,39,1
#ed3b21,237,59,33,1
#ed4245,237,66,69,1
#ed6498,237,100,152,1
#ed6856,237,104,86,1
#ed6a43,237,106,67,1
#ed6b06,237,107,6,1
#ed713a,237,113,58,1
#ed7902,237,121,2,1
#ed812b,237,129,43,1
#ed8b00,237,139,0,1
#ed9f40,237,159,64,1
#eda987,237,169,135,1
#edd51c,237,213,28,1
#edd812,237,216,18,1
#ede04b,237,224,75,1
#ede6e5,237,230,229,0
#edeaef,237,234,239,0
#edede7,237,237,231,0
#edf0e7,237,240,231,0
#edf2f2,237,242,242,0
#edf3f4,237,243,244,0
#edf3f5,237,243,245,0
#ee1c2e,238,28,46,1
#ee1d23,238,29,35,1
#ee2e24,238,46,36,1
#ee3124,238,49,36,1
#ee3322,238,51,34,1
#ee3423,238,52,35,1
#ee3440,238,52,64,1
#ee3e34,238,62,52,1
#ee4c58,238,76,88,1
#ee4f4f,238,79,79,1
#ee5622,238,86,34,1
#ee6123,238,97,35,1
#ee64ac,238,100,172,1
#ee70a6,238,112,166,1
#ee7200,238,114,0,1
#ee7c2b,238,124,43,1
#ee7f2d,238,127,45,1
#ee8421,238,132,33,1
#eea642,238,166,66,1
#eeaf00,238,175,0,1
#eeb111,238,177,17,1
#eeb211,238,178,17,1
#eeb417,238,180,23,1
#eeca4a,238,202,74,1
#eecc6c,238,204,108,1
#eedfe9,238,223,233,0
#eee2e3,238,226,227,0
#eee5e0,238,229,224,0
#eee5f0,238,229,240,0
#eee7ed,238,231,237,0
#eee8d5,238,232,213,0
#eee9e0,238,233,224,0
#eee9ef,238,233,239,0
#eeeeec,238,238,236,0
#eeeeee,238,238,238,0
#eeefe7,238,239,231,0
#eef0e7,238,240,231,0
#eef3f2,238,243,242,0
#eeffff,238,255,255,0
#ef2929,239,41,41,1
#ef2f27,239,47,39,1
#ef4056,239,64,86,1
#ef5253,239,82,83,1
#ef5350,239,83,80,1
#ef5734,239,87,52,1
#ef5956,239,89,86,1
#ef5b25,239,91,37,1
#ef6155,239,97,85,1
#ef9020,239,144,32,1
#ef9421,239,148,33,1
#efa16b,239,161,107,1
#efa6a2,239,166,162,1
#efaf8e,239,175,142,1
#efb3f7,239,179,247,1
#efb993,239,185,147,1
#efc402,239,196,2,1
#efdf00,239,223,0,1
#efe3ed,239,227,237,0
#efe4a1,239,228,161,1
#efe6ed,239,230,237,0
#efe7e9,239,231,233,0
#efe7ec,239,231,236,0
#efe7ef,239,231,239,0
#efe9e6,239,233,230,0
#efe9f0,239,233,240,0
#efecf2,239,236,242,0
#efecf4,239,236,244,0
#efefe9,239,239,233,0
#efefef,239,239,239,0
#eff0eb,239,240,235,0
#eff0f9,239,240,249,0
#eff1f5,239,241,245,0
#eff2e9,239,242,233,0
#eff4f2,239,244,242,0
#f003ef,240,3,239,1
#f00a36,240,10,54,1
#f01f74,240,31,116,1
#f04339,240,67,57,1
#f04494,240,68,148,1
#f05000,240,80,0,1
#f0537a,240,83,122,1
#f05d21,240,93,33,1
#f06431,240,100,49,1
#f06d1f,240,109,31,1
#f07178,240,113,120,1
#f07355,240,115,85,1
#f07654,240,118,84,1
#f0821e,240,130,30,1
#f08d49,240,141,73,1
#f08e48,240,142,72,1
#f09080,240,144,128,1
#f0a000,240,160,0,1
#f0b849,240,184,73,1
#f0c239,240,194,57,1
#f0c33b,240,195,59,1
#f0c674,240,198,116,1
#f0ca28,240,202,40,1
#f0eae5,240,234,229,0
#f0eaf2,240,234,242,0
#f0f0e6,240,240,230,0
#f0f0e9,240,240,233,0
#f0f0f0,240,240,240,0
#f0f0f1,240,240,241,0
#f0f0f3,240,240,243,0
#f0f2f3,240,242,243,0
#f0f3f5,240,243,245,0
#f0fff4,240,255,244,0
#f10087,241,0,135,1
#f10596,241,5,150,1
#f11235,241,18,53,1
#f14728,241,71,40,1
#f15d22,241,93,34,1
#f15ee3,241,94,227,1
#f1632a,241,99,42,1
#f1860e,241,134,14,1
#f19d1a,241,157,26,1
#f19fff,241,159,255,1
#f1c40f,241,196,15,1
#f1c933,241,201,51,1
#f1e7ec,241,231,236,0
#f1e7f1,241,231,241,0
#f1e9e6,241,233,230,0
#f1ecf1,241,236,241,0
#f1efec,241,239,236,0
#f1efee,241,239,238,0
#f1eff8,241,239,248,0
#f1f1f0,241,241,240,0
#f1f1f1,241,241,241,0
#f1f2e9,241,242,233,0
#f1f2f2,241,242,242,0
#f1f2f5,241,242,245,0
#f1f2f8,241,242,248,0
#f1f6f6,241,246,246,0
#f2241f,242,36,31,1
#f22c40,242,44,64,1
#f23819,242,56,25,1
#f24c7c,242,76,124,1
#f26522,242,101,34,1
#f26649,242,102,73,1
#f26b21,242,107,33,1
#f26d21,242,109,33,1
#f2777a,242,119,122,1
#f29023,242,144,35,1
#f29111,242,145,17,1
#f29333,242,147,51,1
#f29556,242,149,86,1
#f29df2,242,157,242,1
#f2a900,242,169,0,1
#f2af00,242,175,0,1
#f2c38f,242,195,143,1
#f2cc60,242,204,96,1
#f2d600,242,214,0,1
#f2e5bc,242,229,188,0
#f2e6a9,242,230,169,0
#f2e9de,242,233,222,0
#f2eef1,242,238,241,0
#f2f0ec,242,240,236,0
#f2f1f4,242,241,244,0
#f2f2f2,242,242,242,0
#f2f7f7,242,247,247,0
#f2fbff,242,251,255,0
#f2ff27,242,255,39,1
#f34235,243,66,53,1
#f36d5d,243,109,93,1
#f36e21,243,110,33,1
#f36f21,243,111,33,1
#f37023,243,112,35,1
#f37324,243,115,36,1
#f37520,243,117,32,1
#f38020,243,128,32,1
#f38654,243,134,84,1
#f386a1,243,134,161,1
#f39100,243,145,0,1
#f3bd09,243,189,9,1
#f3e877,243,232,119,0
#f3ec19,243,236,25,1
#f3ecd4,243,236,212,0
#f3edef,243,237,239,0
#f3edf0,243,237,240,0
#f3edf2,243,237,242,0
#f3f0ea,243,240,234,0
#f3f2f6,243,242,246,0
#f3f3ee,243,243,238,0
#f3f3f3,243,243,243,0
#f3f4f5,243,244,245,0
#f3f99d,243,249,157,0
#f43753,244,55,83,1
#f44321,244,67,33,1
#f44336,244,67,54,1
#f46f25,244,111,37,1
#f47067,244,112,103,1
#f47421,244,116,33,1
#f47721,244,119,33,1
#f47b7b,244,123,123,1
#f48024,244,128,36,1
#f48924,244,137,36,1
#f4979c,244,151,156,1
#f4bc87,244,188,135,1
#f4bf75,244,191,117,1
#f4dc2a,244,220,42,1
#f4ecec,244,236,236,0
#f4f1ed,244,241,237,0
#f4f1ee,244,241,238,0
#f4f3ec,244,243,236,0
#f4f4f4,244,244,244,0
#f4f4f6,244,244,246,0
#f4f7f4,244,247,244,0
#f4f8f8,244,248,248,0
#f4fbf4,244,251,244,0
#f50537,245,5,55,1
#f53794,245,55,148,1
#f54785,245,71,133,1
#f55247,245,82,71,1
#f56040,245,96,64,1
#f5756c,245,117,108,1
#f57814,245,120,20,1
#f57d00,245,125,0,1
#f58021,245,128,33,1
#f58025,245,128,37,1
#f58268,245,130,104,1
#f5871f,245,135,31,1
#f59714,245,151,20,1
#f5987e,245,152,126,1
#f5aa1c,245,170,28,1
#f5ab35,245,171,53,1
#f5af02,245,175,2,1
#f5dc00,245,220,0,1
#f5de50,245,222,80,1
#f5df2e,245,223,46,1
#f5eeeb,245,238,235,0
#f5f0e7,245,240,231,0
#f5f1f5,245,241,245,0
#f5f4f1,245,244,241,0
#f5f4f7,245,244,247,0
#f5f5f5,245,245,245,0
#f5f5f7,245,245,247,0
#f5f5ff,245,245,255,0
#f5f6f3,245,246,243,0
#f5f7fa,245,247,250,0
#f5f7ff,245,247,255,0
#f65314,246,83,20,1
#f65a5b,246,90,91,1
#f66733,246,103,51,1
#f67019,246,112,25,1
#f67828,246,120,40,1
#f67c1a,246,124,26,1
#f68d42,246,141,66,1
#f69653,246,150,83,1
#f69be7,246,155,231,1
#f69d50,246,157,80,1
#f6b128,246,177,40,1
#f6c177,246,193,119,1
#f6db35,246,219,53,1
#f6ec35,246,236,53,1
#f6f5b2,246,245,178,0
#f6f6f6,246,246,246,0
#f6f9f9,246,249,249,0
#f6f9fa,246,249,250,0
#f76902,247,105,2,1
#f76d47,247,109,71,1
#f7768e,247,118,142,1
#f77737,247,119,55,1
#f784b6,247,132,182,1
#f78822,247,136,34,1
#f78c6c,247,140,108,1
#f7931e,247,147,30,1
#f79400,247,148,0,1
#f79a0e,247,154,14,1
#f79a32,247,154,50,1
#f79a3e,247,154,62,1
#f79e1b,247,158,27,1
#f7afff,247,175,255,1
#f7b600,247,182,0,1
#f7c8c9,247,200,201,0
#f7ca88,247,202,136,1
#f7d417,247,212,23,1
#f7df1e,247,223,30,1
#f7e203,247,226,3,1
#f7f3f1,247,243,241,0
#f7f3f7,247,243,247,0
#f7f5f5,247,245,245,0
#f7f6f6,247,246,246,0
#f7f7f7,247,247,247,0
#f7f7fb,247,247,251,0
#f7f8f7,247,248,247,0
#f7f9fb,247,249,251,0
#f80046,248,0,70,1
#f80059,248,0,89,1
#f81118,248,17,24,1
#f82a53,248,42,83,1
#f84547,248,69,71,1
#f85a40,248,90,64,1
#f8971d,248,151,29,1
#f8b22a,248,178,42,1
#f8c0ff,248,192,255,0
#f8ca12,248,202,18,1
#f8cc07,248,204,7,1
#f8cc1b,248,204,27,1
#f8d000,248,208,0,1
#f8f5de,248,245,222,0
#f8f5f7,248,245,247,0
#f8f7f2,248,247,242,0
#f8f8f2,248,248,242,0
#f8f8f8,248,248,248,0
#f8f8ff,248,248,255,0
#f8f9f6,248,249,246,0
#f8f9f7,248,249,247,0
#f8f9fa,248,249,250,0
#f92672,249,38,114,1
#f94877,249,72,119,1
#f96302,249,99,2,1
#f96854,249,104,84,1
#f96a38,249,106,56,1
#f97200,249,114,0,1
#f97394,249,115,148,1
#f9886c,249,136,108,1
#f9906f,249,144,111,1
#f99104,249,145,4,1
#f99157,249,145,87,1
#f996e2,249,150,226,1
#f99b15,249,155,21,1
#f9a541,249,165,65,1
#f9a852,249,168,82,1
#f9a959,249,169,89,1
#f9b949,249,185,73,1
#f9cbbe,249,203,190,0
#f9ccff,249,204,255,0
#f9cec3,249,206,195,0
#f9ee98,249,238,152,0
#f9f1a5,249,241,165,0
#f9f5d7,249,245,215,0
#f9f5f5,249,245,245,0
#f9f5f7,249,245,247,0
#f9f7f3,249,247,243,0
#f9f7f7,249,247,247,0
#f9f8f5,249,248,245,0
#f9f9f9,249,249,249,0
#f9ffbf,249,255,191,0
#fa4616,250,70,22,1
#fa5c4f,250,92,79,1
#fa6300,250,99,0,1
#fa658d,250,101,141,1
#fa8480,250,132,128,1
#fa9f1e,250,159,30,1
#faa918,250,169,24,1
#faae40,250,174,64,1
#fabd2f,250,189,47,1
#fabd42,250,189,66,1
#fac03b,250,192,59,1
#fac863,250,200,99,1
#fad000,250,208,0,1
#fad430,250,212,48,1
#fadad1,250,218,209,0
#faf0a5,250,240,165,0
#faf4ed,250,244,237,0
#faf6f9,250,246,249,0
#faf9f7,250,249,247,0
#faf9fb,250,249,251,0
#fafaf8,250,250,248,0
#fafafa,250,250,250,0
#fafafc,250,250,252,0
#fb0120,251,1,32,1
#fb0a2a,251,10,42,1
#fb2c00,251,44,0,1
#fb4934,251,73,52,1
#fb543f,251,84,63,1
#fb6953,251,105,83,1
#fb6acb,251,106,203,1
#fb8a2e,251,138,46,1
#fb9e00,251,158,0,1
#fb9fb1,251,159,177,1
#fba11b,251,161,27,1
#fba919,251,169,25,1
#fba922,251,169,34,1
#fbb034,251,176,52,1
#fbb03b,251,176,59,1
#fbb040,251,176,64,1
#fbb829,251,184,41,1
#fbbb22,251,187,34,1
#fbbc05,251,188,5,1
#fbcb97,251,203,151,1
#fbd461,251,212,97,1
#fbebd4,251,235,212,0
#fbf1c7,251,241,199,0
#fbf1f2,251,241,242,0
#fbf305,251,243,5,1
#fbfbfa,251,251,250,0
#fc00c1,252,0,193,1
#fc3158,252,49,88,1
#fc3d21,252,61,33,1
#fc3d39,252,61,57,1
#fc4769,252,71,105,1
#fc4c02,252,76,2,1
#fc5454,252,84,84,1
#fc54fc,252,84,252,1
#fc636b,252,99,107,1
#fc6d24,252,109,36,1
#fc6d26,252,109,38,1
#fc8d28,252,141,40,1
#fc9b9b,252,155,155,1
#fca326,252,163,38,1
#fcab74,252,171,116,1
#fcaf45,252,175,69,1
#fcb711,252,183,17,1
#fcc28c,252,194,140,1
#fcd000,252,208,0,1
#fcd116,252,209,22,1
#fce380,252,227,128,1
#fce8c3,252,232,195,0
#fce94f,252,233,79,1
#fcfbfc,252,251,252,0
#fcfc54,252,252,84,1
#fcfcf6,252,252,246,0
#fcfcfb,252,252,251,0
#fcfcfc,252,252,252,0
#fcfdfc,252,253,252,0
#fcfdfd,252,253,253,0
#fcfdfe,252,253,254,0
#fcfefd,252,254,253,0
#fd1d1d,253,29,29,1
#fd5a1e,253,90,30,1
#fd5c63,253,92,99,1
#fd7622,253,118,34,1
#fd886b,253,136,107,1
#fd8900,253,137,0,1
#fd8b19,253,139,25,1
#fd9426,253,148,38,1
#fd971f,253,151,31,1
#fd9827,253,152,39,1
#fd9926,253,153,38,1
#fd9f3e,253,159,62,1
#fda331,253,163,49,1
#fdb11f,253,177,31,1
#fdb515,253,181,21,1
#fdb813,253,184,19,1
#fdb913,253,185,19,1
#fdb94e,253,185,78,1
#fdbb30,253,187,48,1
#fdbd10,253,189,16,1
#fdc800,253,200,0,1
#fdca30,253,202,48,1
#fdcc59,253,204,89,1
#fdce2e,253,206,46,1
#fdd666,253,214,102,1
#fdd800,253,216,0,1
#fddb7c,253,219,124,1
#fded02,253,237,2,1
#fdf0ed,253,240,237,0
#fdf4c1,253,244,193,0
#fdf6e3,253,246,227,0
#fdfbee,253,251,238,0
#fdfbfb,253,251,251,0
#fdfdfc,253,253,252,0
#fe230a,254,35,10,1
#fe3e31,254,62,49,1
#fe423f,254,66,63,1
#fe5000,254,80,0,1
#fe6d08,254,109,8,1
#fe8019,254,128,25,1
#fe8625,254,134,37,1
#feba02,254,186,2,1
#febd17,254,189,23,1
#fec418,254,196,24,1
#fec600,254,198,0,1
#fecb00,254,203,0,1
#fecb2e,254,203,46,1
#fecb6e,254,203,110,1
#fedf00,254,223,0,1
#fee123,254,225,35,1
#fee75c,254,231,92,1
#fefbec,254,251,236,0
#fefefe,254,254,254,0
#feffff,254,255,255,0
#ff0000,255,0,0,1
#ff0033,255,0,51,1
#ff004d,255,0,77,1
#ff0066,255,0,102,1
#ff0084,255,0,132,1
#ff0086,255,0,134,1
#ff0092,255,0,146,1
#ff0099,255,0,153,1
#ff00bf,255,0,191,1
#ff00ff,255,0,255,1
#ff0b00,255,11,0,1
#ff0e83,255,14,131,1
#ff1100,255,17,0,1
#ff2052,255,32,82,1
#ff2b00,255,43,0,1
#ff2d37,255,45,55,1
#ff322e,255,50,46,1
#ff3300,255,51,0,1
#ff3366,255,51,102,1
#ff3399,255,51,153,1
#ff3939,255,57,57,1
#ff3c1f,255,60,31,1
#ff3c41,255,60,65,1
#ff3d00,255,61,0,1
#ff4000,255,64,0,1
#ff4025,255,64,37,1
#ff4081,255,64,129,1
#ff4136,255,65,54,1
#ff4242,255,66,66,1
#ff4400,255,68,0,1
#ff4500,255,69,0,1
#ff4658,255,70,88,1
#ff4816,255,72,22,1
#ff4a00,255,74,0,1
#ff4b82,255,75,130,1
#ff4c4c,255,76,76,1
#ff4e00,255,78,0,1
#ff4f81,255,79,129,1
#ff5370,255,83,112,1
#ff5454,255,84,84,1
#ff5555,255,85,85,1
#ff55ff,255,85,255,1
#ff5874,255,88,116,1
#ff5a67,255,90,103,1
#ff5c57,255,92,87,1
#ff5c8f,255,92,143,1
#ff5f00,255,95,0,1
#ff5faf,255,95,175,1
#ff6050,255,96,80,1
#ff6200,255,98,0,1
#ff6319,255,99,25,1
#ff6363,255,99,99,1
#ff6403,255,100,3,1
#ff6600,255,102,0,1
#ff661a,255,102,26,1
#ff6900,255,105,0,1
#ff6908,255,105,8,1
#ff6a00,255,106,0,1
#ff6ac1,255,106,193,1
#ff6c5f,255,108,95,1
#ff6c60,255,108,96,1
#ff7243,255,114,67,1
#ff7300,255,115,0,1
#ff73fd,255,115,253,1
#ff7404,255,116,4,1
#ff75b5,255,117,181,1
#ff7700,255,119,0,1
#ff77a8,255,119,168,1
#ff7800,255,120,0,1
#ff78cb,255,120,203,1
#ff7900,255,121,0,1
#ff79c6,255,121,198,1
#ff7b00,255,123,0,1
#ff7b72,255,123,114,1
#ff7f33,255,127,51,1
#ff7f7b,255,127,123,1
#ff8000,255,128,0,1
#ff8080,255,128,128,1
#ff8100,255,129,0,1
#ff8200,255,130,0,1
#ff851b,255,133,27,1
#ff869a,255,134,154,1
#ff8700,255,135,0,1
#ff8800,255,136,0,1
#ff8833,255,136,51,1
#ff8a00,255,138,0,1
#ff8e00,255,142,0,1
#ff9300,255,147,0,1
#ff93b3,255,147,179,1
#ff9500,255,149,0,1
#ff9505,255,149,5,1
#ff9600,255,150,0,1
#ff967d,255,150,125,1
#ff9800,255,152,0,1
#ff9900,255,153,0,1
#ff9933,255,153,51,1
#ff9966,255,153,102,1
#ff9ac1,255,154,193,1
#ff9c2a,255,156,42,1
#ff9d3b,255,157,59,1
#ff9da4,255,157,164,1
#ff9e44,255,158,68,1
#ff9e64,255,158,100,1
#ff9f1a,255,159,26,1
#ff9f1c,255,159,28,1
#ff9f43,255,159,67,1
#ffa07a,255,160,122,1
#ffa300,255,163,0,1
#ffa500,255,165,0,1
#ffa633,255,166,51,1
#ffa657,255,166,87,1
#ffa930,255,169,48,1
#ffaa00,255,170,0,1
#ffaa61,255,170,97,1
#ffaaaa,255,170,170,1
#ffac25,255,172,37,1
#ffaf00,255,175,0,1
#ffb03b,255,176,59,1
#ffb310,255,179,16,1
#ffb500,255,181,0,1
#ffb627,255,182,39,1
#ffb62c,255,182,44,1
#ffb86c,255,184,108,1
#ffb871,255,184,113,1
#ffb900,255,185,0,1
#ffbb00,255,187,0,1
#ffbb7b,255,187,123,1
#ffbd00,255,189,0,1
#ffbd0a,255,189,10,1
#ffbf70,255,191,112,1
#ffc120,255,193,32,1
#ffc168,255,193,104,1
#ffc208,255,194,8,1
#ffc20e,255,194,14,1
#ffc24b,255,194,75,1
#ffc2e5,255,194,229,0
#ffc423,255,196,35,1
#ffc425,255,196,37,1
#ffc43e,255,196,62,1
#ffc58f,255,197,143,1
#ffc600,255,198,0,1
#ffc61e,255,198,30,1
#ffc66d,255,198,109,1
#ffc715,255,199,21,1
#ffc719,255,199,25,1
#ffc72c,255,199,44,1
#ffc800,255,200,0,1
#ffc836,255,200,54,1
#ffc845,255,200,69,1
#ffc87d,255,200,125,1
#ffc8bd,255,200,189,1
#ffc907,255,201,7,1
#ffc917,255,201,23,1
#ffcb00,255,203,0,1
#ffcb05,255,203,5,1
#ffcb6b,255,203,107,1
#ffcb8b,255,203,139,1
#ffcc00,255,204,0,1
#ffcc1b,255,204,27,1
#ffcc2f,255,204,47,1
#ffcc33,255,204,51,1
#ffcc66,255,204,102,1
#ffccaa,255,204,170,1
#ffcd00,255,205,0,1
#ffcd1a,255,205,26,1
#ffcd22,255,205,34,1
#ffd100,255,209,0,1
#ffd200,255,210,0,1
#ffd204,255,210,4,1
#ffd400,255,212,0,1
#ffd430,255,212,48,1
#ffd54f,255,213,79,1
#ffd616,255,214,22,1
#ffd659,255,214,89,1
#ffd67c,255,214,124,1
#ffd700,255,215,0,1
#ffd75f,255,215,95,1
#ffd8d3,255,216,211,0
#ffd900,255,217,0,1
#ffdb00,255,219,0,1
#ffdb05,255,219,5,1
#ffdc00,255,220,0,1
#ffdc2d,255,220,45,1
#ffdc61,255,220,97,1
#ffdc80,255,220,128,1
#ffdcd7,255,220,215,0
#ffdd00,255,221,0,1
#ffde57,255,222,87,1
#ffdf8b,255,223,139,1
#ffe100,255,225,0,1
#ffe600,255,230,0,1
#ffea00,255,234,0,1
#ffeb3b,255,235,59,1
#ffed00,255,237,0,1
#ffeead,255,238,173,0
#ffeef0,255,238,240,0
#ffeeff,255,238,255,0
#fff000,255,240,0,1
#fff024,255,240,36,1
#fff0ff,255,240,255,0
#fff1e8,255,241,232,0
#fff200,255,242,0,1
#fff600,255,246,0,1
#fffaf3,255,250,243,0
#fffc00,255,252,0,1
#ffff00,255,255,0,1
#ffff55,255,255,85,1
#ffff66,255,255,102,0
#ffffaf,255,255,175,0
#ffffb6,255,255,182,0
#ffffdf,255,255,223,0
#ffffe6,255,255,230,0
#ffffff,255,255,255,0
